Time	Value
1390401295376	101.1302133291
1390401295396	98.1985424641
1390401295416	100.3758612494
1390401295436	100.2588549103
1390401295457	99.6697125561
1390401295477	100.3944241195
1390401295497	100.4410966239
1390401295517	102.2115247934
1390401295537	100.3548925105
1390401295557	98.6681495528
1390401295578	100.3706209897
1390401295598	100.7478284477
1390401295618	100.4211533885
1390401295639	100.1434185351
1390401295658	100.688753068
1390401295678	102.0377713605
1390401295699	101.8076174143
1390401295719	67.0768763884
1390401295739	51.1463023382
1390401295759	117.4513708404
1390401295780	111.9088473874
1390401295799	91.3992446023
1390401295819	79.2828616756
1390401295839	94.5205285004
1390401295859	104.762833308
1390401295880	111.1254028114
1390401295912	106.1311658914
1390401295920	94.5090937405
1390401295940	93.4158979277
1390401295960	97.3183847792
1390401295980	104.6608213163
1390401296000	104.858011249
1390401296020	99.6785588223
1390401296040	98.4946979522
1390401296060	98.0359034347
1390401296081	103.1845157887
1390401296100	102.0077394429
1390401296120	100.5290603726
1390401296140	97.8236853755
1390401296160	98.7131351377
1390401296181	101.5483945082
1390401296201	100.9064530707
1390401296221	99.6992250024
1390401296241	99.06920932
1390401296261	100.9565507001
1390401296281	101.3501357767
1390401296301	101.5686475667
1390401296322	99.9522797777
1390401296342	99.8042155816
1390401296362	100.1045517563
1390401296382	100.940763162
1390401296403	99.8460280406
1390401296423	100.7269264678
1390401296443	100.3846133701
1390401296463	101.3446432999
1390401296483	101.309726275
1390401296503	101.3988941568
1390401296523	100.3192080832
1390401296543	100.8624929893
1390401296563	101.360919218
1390401296584	100.9644012465
1390401296604	100.4084603037
1390401296624	99.2040584902
1390401296644	100.1580742928
1390401296664	99.4812892
1390401296684	100.7712201993
1390401296704	100.0008053365
1390401296728	101.233720317
1390401296746	99.9836049615
1390401296770	112.003845464
1390401296786	111.1779581769
1390401296809	106.2347350619
1390401296828	97.694825198
1390401296850	94.6377321384
1390401296869	100.6745342589
1390401296892	104.9105830318
1390401296913	102.8565821867
1390401296933	97.8226558766
1390401296953	97.777029579
1390401296974	100.7057243991
1390401296992	103.1156340907
1390401297014	100.2377749546
1390401297034	99.3321703705
1390401297054	99.3782843216
