0 "GPS (indoor)"        0
1 "Video camera"        0
2 "IEEE 802.11"         17
3 Microphone            27
4 "Magnetic field"      17
5 Accelerometer         27
6 "Proximity *"         58            
7 "Light Sensor **"     58   
8 Bluetooth             0
9 Plain                 0
